compound_id,label
DEC_01703,decoy
DEC_01704,decoy
DEC_01705,decoy
DEC_01706,decoy
DEC_01707,decoy
DEC_01708,decoy
DEC_01709,decoy
DEC_01710,decoy
DEC_01711,decoy
DEC_01712,decoy
DEC_01713,decoy
DEC_01714,decoy
DEC_01715,decoy
DEC_01716,decoy
DEC_01717,decoy
DEC_01718,decoy
DEC_01719,decoy
DEC_01720,decoy
DEC_01721,decoy
DEC_01722,decoy
DEC_01723,decoy
DEC_01724,decoy
DEC_01725,decoy
DEC_01726,decoy
DEC_01727,decoy
DEC_01728,decoy
DEC_01729,decoy
DEC_01730,decoy
DEC_01731,decoy
DEC_01732,decoy
DEC_01733,decoy
DEC_01734,decoy
DEC_01735,decoy
DEC_01736,decoy
DEC_01737,decoy
DEC_01738,decoy
DEC_01739,decoy
DEC_01740,decoy
DEC_01741,decoy
DEC_01742,decoy
DEC_01743,decoy
DEC_01744,decoy
DEC_01745,decoy
DEC_01746,decoy
DEC_01747,decoy
DEC_01748,decoy
DEC_01749,decoy
DEC_01750,decoy
DEC_01751,decoy
DEC_01752,decoy
DEC_01753,decoy
DEC_01754,decoy
DEC_01755,decoy
DEC_01756,decoy
DEC_01757,decoy
DEC_01758,decoy
DEC_01759,decoy
DEC_01760,decoy
DEC_01761,decoy
DEC_01762,decoy
DEC_01763,decoy
DEC_01764,decoy
DEC_01765,decoy
DEC_01766,decoy
DEC_01767,decoy
DEC_01768,decoy
DEC_01769,decoy
DEC_01770,decoy
DEC_01771,decoy
DEC_01772,decoy
DEC_01773,decoy
DEC_01774,decoy
DEC_01775,decoy
DEC_01776,decoy
DEC_01777,decoy
DEC_01778,decoy
DEC_01779,decoy
DEC_01780,decoy
DEC_01781,decoy
DEC_01782,decoy
DEC_01783,decoy
DEC_01784,decoy
DEC_01785,decoy
DEC_01786,decoy
DEC_01787,decoy
DEC_01788,decoy
DEC_01789,decoy
DEC_01790,decoy
DEC_01791,decoy
DEC_01792,decoy
DEC_01793,decoy
DEC_01794,decoy
DEC_01795,decoy
DEC_01796,decoy
DEC_01797,decoy
DEC_01798,decoy
DEC_01799,decoy
DEC_01800,decoy
DEC_01801,decoy
DEC_01802,decoy
DEC_01803,decoy
DEC_01804,decoy
DEC_01805,decoy
DEC_01806,decoy
DEC_01807,decoy
DEC_01808,decoy
DEC_01809,decoy
DEC_01810,decoy
DEC_01811,decoy
DEC_01812,decoy
DEC_01813,decoy
DEC_01814,decoy
DEC_01815,decoy
DEC_01816,decoy
DEC_01817,decoy
DEC_01818,decoy
DEC_01819,decoy
DEC_01820,decoy
DEC_01821,decoy
DEC_01822,decoy
DEC_01823,decoy
DEC_01824,decoy
DEC_01825,decoy
DEC_01826,decoy
DEC_01827,decoy
DEC_01828,decoy
DEC_01829,decoy
DEC_01830,decoy
DEC_01831,decoy
DEC_01832,decoy
DEC_01833,decoy
DEC_01834,decoy
DEC_01835,decoy
DEC_01836,decoy
DEC_01837,decoy
DEC_01838,decoy
DEC_01839,decoy
DEC_01840,decoy
DEC_01841,decoy
DEC_01842,decoy
DEC_01843,decoy
DEC_01844,decoy
DEC_01845,decoy
DEC_01846,decoy
DEC_01847,decoy
DEC_01848,decoy
DEC_01849,decoy
DEC_01850,decoy
DEC_01851,decoy
DEC_01852,decoy
DEC_01853,decoy
DEC_01854,decoy
DEC_01855,decoy
DEC_01856,decoy
DEC_01857,decoy
DEC_01858,decoy
DEC_01859,decoy
DEC_01860,decoy
DEC_01861,decoy
DEC_01862,decoy
DEC_01863,decoy
DEC_01864,decoy
DEC_01865,decoy
DEC_01866,decoy
DEC_01867,decoy
DEC_01868,decoy
DEC_01869,decoy
DEC_01870,decoy
DEC_01871,decoy
DEC_01872,decoy
DEC_01873,decoy
DEC_01874,decoy
DEC_01875,decoy
DEC_01876,decoy
DEC_01877,decoy
DEC_01878,decoy
DEC_01879,decoy
DEC_01880,decoy
DEC_01881,decoy
DEC_01882,decoy
DEC_01883,decoy
DEC_01884,decoy
DEC_01885,decoy
DEC_01886,decoy
DEC_01887,decoy
DEC_01888,decoy
DEC_01889,decoy
DEC_01890,decoy
DEC_01891,decoy
DEC_01892,decoy
DEC_01893,decoy
DEC_01894,decoy
DEC_01895,decoy
DEC_01896,decoy
DEC_01897,decoy
DEC_01898,decoy
DEC_01899,decoy
DEC_01900,decoy
DEC_01901,decoy
DEC_01902,decoy
DEC_01903,decoy
DEC_01904,decoy
DEC_01905,decoy
DEC_01906,decoy
DEC_01907,decoy
DEC_01908,decoy
DEC_01909,decoy
DEC_01910,decoy
DEC_01911,decoy
DEC_01912,decoy
DEC_01913,decoy
DEC_01914,decoy
DEC_01915,decoy
DEC_01916,decoy
DEC_01917,decoy
DEC_01918,decoy
DEC_01919,decoy
DEC_01920,decoy
DEC_01921,decoy
DEC_01922,decoy
DEC_01923,decoy
DEC_01924,decoy
DEC_01925,decoy
DEC_01926,decoy
DEC_01927,decoy
DEC_01928,decoy
DEC_01929,decoy
DEC_01930,decoy
DEC_01931,decoy
DEC_01932,decoy
DEC_01933,decoy
DEC_01934,decoy
DEC_01935,decoy
DEC_01936,decoy
DEC_01937,decoy
DEC_01938,decoy
DEC_01939,decoy
DEC_01940,decoy
DEC_01941,decoy
DEC_01942,decoy
DEC_01943,decoy
DEC_01944,decoy
DEC_01945,decoy
DEC_01946,decoy
DEC_01947,decoy
DEC_01948,decoy
DEC_01949,decoy
DEC_01950,decoy
DEC_01951,decoy
DEC_01952,decoy
DEC_01953,decoy
DEC_01954,decoy
DEC_01955,decoy
DEC_01956,decoy
DEC_01957,decoy
DEC_01958,decoy
DEC_01959,decoy
DEC_01960,decoy
DEC_01961,decoy
DEC_01962,decoy
DEC_01963,decoy
DEC_01964,decoy
DEC_01965,decoy
DEC_01966,decoy
DEC_01967,decoy
DEC_01968,decoy
DEC_01969,decoy
DEC_01970,decoy
DEC_01971,decoy
DEC_01972,decoy
DEC_01973,decoy
DEC_01974,decoy
DEC_01975,decoy
DEC_01976,decoy
DEC_01977,decoy
DEC_01978,decoy
DEC_01979,decoy
DEC_01980,decoy
DEC_01981,decoy
DEC_01982,decoy
DEC_01983,decoy
DEC_01984,decoy
DEC_01985,decoy
DEC_01986,decoy
DEC_01987,decoy
DEC_01988,decoy
DEC_01989,decoy
DEC_01990,decoy
DEC_01991,decoy
DEC_01992,decoy
DEC_01993,decoy
DEC_01994,decoy
DEC_01995,decoy
DEC_01996,decoy
DEC_01997,decoy
DEC_01998,decoy
DEC_01999,decoy
DEC_02000,decoy
DEC_02001,decoy
DEC_02002,decoy
DEC_02003,decoy
DEC_02004,decoy
DEC_02005,decoy
DEC_02006,decoy
DEC_02007,decoy
DEC_02008,decoy
DEC_02009,decoy
DEC_02010,decoy
DEC_02011,decoy
DEC_02012,decoy
DEC_02013,decoy
DEC_02014,decoy
DEC_02015,decoy
DEC_02016,decoy
DEC_02017,decoy
DEC_02018,decoy
DEC_02019,decoy
DEC_02020,decoy
DEC_02021,decoy
DEC_02022,decoy
DEC_02023,decoy
DEC_02024,decoy
DEC_02025,decoy
DEC_02026,decoy
DEC_02027,decoy
DEC_02028,decoy
DEC_02029,decoy
DEC_02030,decoy
DEC_02031,decoy
DEC_02032,decoy
DEC_02033,decoy
DEC_02034,decoy
DEC_02035,decoy
DEC_02036,decoy
DEC_02037,decoy
DEC_02038,decoy
DEC_02039,decoy
DEC_02040,decoy
DEC_02041,decoy
DEC_02042,decoy
DEC_02043,decoy
DEC_02044,decoy
DEC_02045,decoy
DEC_02046,decoy
DEC_02047,decoy
DEC_02048,decoy
DEC_02049,decoy
DEC_02050,decoy
DEC_02051,decoy
DEC_02052,decoy
DEC_02053,decoy
DEC_02054,decoy
DEC_02055,decoy
DEC_02056,decoy
DEC_02057,decoy
DEC_02058,decoy
DEC_02059,decoy
DEC_02060,decoy
DEC_02061,decoy
DEC_02062,decoy
DEC_02063,decoy
DEC_02064,decoy
DEC_02065,decoy
DEC_02066,decoy
DEC_02067,decoy
DEC_02068,decoy
DEC_02069,decoy
DEC_02070,decoy
DEC_02071,decoy
DEC_02072,decoy
DEC_02073,decoy
DEC_02074,decoy
DEC_02075,decoy
DEC_02076,decoy
DEC_02077,decoy
DEC_02078,decoy
DEC_02079,decoy
DEC_02080,decoy
DEC_02081,decoy
DEC_02082,decoy
DEC_02083,decoy
DEC_02084,decoy
DEC_02085,decoy
DEC_02086,decoy
DEC_02087,decoy
DEC_02088,decoy
DEC_02089,decoy
DEC_02090,decoy
DEC_02091,decoy
DEC_02092,decoy
DEC_02093,decoy
DEC_02094,decoy
DEC_02095,decoy
DEC_02096,decoy
DEC_02097,decoy
DEC_02098,decoy
DEC_02099,decoy
DEC_02100,decoy
DEC_02101,decoy
DEC_02102,decoy
DEC_02103,decoy
DEC_02104,decoy
DEC_02105,decoy
DEC_02106,decoy
DEC_02107,decoy
DEC_02108,decoy
DEC_02109,decoy
DEC_02110,decoy
DEC_02111,decoy
DEC_02112,decoy
DEC_02113,decoy
DEC_02114,decoy
DEC_02115,decoy
DEC_02116,decoy
DEC_02117,decoy
DEC_02118,decoy
DEC_02119,decoy
DEC_02120,decoy
DEC_02121,decoy
DEC_02122,decoy
DEC_02123,decoy
DEC_02124,decoy
DEC_02125,decoy
DEC_02126,decoy
DEC_02127,decoy
DEC_02128,decoy
DEC_02129,decoy
DEC_02130,decoy
DEC_02131,decoy
DEC_02132,decoy
DEC_02133,decoy
DEC_02134,decoy
DEC_02135,decoy
DEC_02136,decoy
DEC_02137,decoy
DEC_02138,decoy
DEC_02139,decoy
DEC_02140,decoy
DEC_02141,decoy
DEC_02142,decoy
DEC_02143,decoy
DEC_02144,decoy
DEC_02145,decoy
DEC_02146,decoy
DEC_02147,decoy
DEC_02148,decoy
DEC_02149,decoy
DEC_02150,decoy
DEC_02151,decoy
DEC_02152,decoy
DEC_02153,decoy
DEC_02154,decoy
DEC_02155,decoy
DEC_02156,decoy
DEC_02157,decoy
DEC_02158,decoy
DEC_02159,decoy
DEC_02160,decoy
DEC_02161,decoy
DEC_02162,decoy
DEC_02163,decoy
DEC_02164,decoy
DEC_02165,decoy
DEC_02166,decoy
DEC_02167,decoy
DEC_02168,decoy
DEC_02169,decoy
DEC_02170,decoy
DEC_02171,decoy
DEC_02172,decoy
DEC_02173,decoy
DEC_02174,decoy
DEC_02175,decoy
DEC_02176,decoy
DEC_02177,decoy
DEC_02178,decoy
DEC_02179,decoy
DEC_02180,decoy
DEC_02181,decoy
DEC_02182,decoy
DEC_02183,decoy
DEC_02184,decoy
DEC_02185,decoy
DEC_02186,decoy
DEC_02187,decoy
DEC_02188,decoy
DEC_02189,decoy
DEC_02190,decoy
DEC_02191,decoy
DEC_02192,decoy
DEC_02193,decoy
DEC_02194,decoy
DEC_02195,decoy
DEC_02196,decoy
DEC_02197,decoy
DEC_02198,decoy
DEC_02199,decoy
DEC_02200,decoy
DEC_02201,decoy
DEC_02202,decoy
DEC_02203,decoy
DEC_02204,decoy
DEC_02205,decoy
DEC_02206,decoy
DEC_02207,decoy
DEC_02208,decoy
DEC_02209,decoy
DEC_02210,decoy
DEC_02211,decoy
DEC_02212,decoy
DEC_02213,decoy
DEC_02214,decoy
DEC_02215,decoy
DEC_02216,decoy
DEC_02217,decoy
DEC_02218,decoy
DEC_02219,decoy
DEC_02220,decoy
DEC_02221,decoy
DEC_02222,decoy
DEC_02223,decoy
DEC_02224,decoy
DEC_02225,decoy
DEC_02226,decoy
DEC_02227,decoy
DEC_02228,decoy
DEC_02229,decoy
DEC_02230,decoy
DEC_02231,decoy
DEC_02232,decoy
DEC_02233,decoy
DEC_02234,decoy
DEC_02235,decoy
DEC_02236,decoy
DEC_02237,decoy
DEC_02238,decoy
DEC_02239,decoy
DEC_02240,decoy
DEC_02241,decoy
DEC_02242,decoy
DEC_02243,decoy
DEC_02244,decoy
DEC_02245,decoy
DEC_02246,decoy
DEC_02247,decoy
DEC_02248,decoy
DEC_02249,decoy
DEC_02250,decoy
DEC_02251,decoy
DEC_02252,decoy
DEC_02253,decoy
DEC_02254,decoy
DEC_02255,decoy
DEC_02256,decoy
DEC_02257,decoy
DEC_02258,decoy
DEC_02259,decoy
DEC_02260,decoy
DEC_02261,decoy
DEC_02262,decoy
DEC_02263,decoy
DEC_02264,decoy
DEC_02265,decoy
DEC_02266,decoy
DEC_02267,decoy
DEC_02268,decoy
DEC_02269,decoy
DEC_02270,decoy
DEC_02271,decoy
DEC_02272,decoy
DEC_02273,decoy
DEC_02274,decoy
DEC_02275,decoy
DEC_02276,decoy
DEC_02277,decoy
DEC_02278,decoy
DEC_02279,decoy
DEC_02280,decoy
DEC_02281,decoy
DEC_02282,decoy
DEC_02283,decoy
DEC_02284,decoy
DEC_02285,decoy
DEC_02286,decoy
DEC_02287,decoy
DEC_02288,decoy
DEC_02289,decoy
DEC_02290,decoy
DEC_02291,decoy
DEC_02292,decoy
DEC_02293,decoy
DEC_02294,decoy
DEC_02295,decoy
DEC_02296,decoy
DEC_02297,decoy
DEC_02298,decoy
DEC_02299,decoy
DEC_02300,decoy
DEC_02301,decoy
DEC_02302,decoy
DEC_02303,decoy
DEC_02304,decoy
DEC_02305,decoy
DEC_02306,decoy
DEC_02307,decoy
DEC_02308,decoy
DEC_02309,decoy
DEC_02310,decoy
DEC_02311,decoy
DEC_02312,decoy
DEC_02313,decoy
DEC_02314,decoy
DEC_02315,decoy
DEC_02316,decoy
DEC_02317,decoy
DEC_02318,decoy
DEC_02319,decoy
DEC_02320,decoy
DEC_02321,decoy
DEC_02322,decoy
DEC_02323,decoy
DEC_02324,decoy
DEC_02325,decoy
DEC_02326,decoy
DEC_02327,decoy
DEC_02328,decoy
DEC_02329,decoy
DEC_02330,decoy
DEC_02331,decoy
DEC_02332,decoy
DEC_02333,decoy
DEC_02334,decoy
DEC_02335,decoy
DEC_02336,decoy
DEC_02337,decoy
DEC_02338,decoy
DEC_02339,decoy
DEC_02340,decoy
DEC_02341,decoy
DEC_02342,decoy
DEC_02343,decoy
DEC_02344,decoy
DEC_02345,decoy
DEC_02346,decoy
DEC_02347,decoy
DEC_02348,decoy
DEC_02349,decoy
DEC_02350,decoy
DEC_02351,decoy
DEC_02352,decoy
DEC_02353,decoy
DEC_02354,decoy
DEC_02355,decoy
DEC_02356,decoy
DEC_02357,decoy
DEC_02358,decoy
DEC_02359,decoy
DEC_02360,decoy
DEC_02361,decoy
DEC_02362,decoy
DEC_02363,decoy
DEC_02364,decoy
DEC_02365,decoy
DEC_02366,decoy
DEC_02367,decoy
DEC_02368,decoy
DEC_02369,decoy
DEC_02370,decoy
DEC_02371,decoy
DEC_02372,decoy
DEC_02373,decoy
DEC_02374,decoy
DEC_02375,decoy
DEC_02376,decoy
DEC_02377,decoy
DEC_02378,decoy
DEC_02379,decoy
DEC_02380,decoy
DEC_02381,decoy
DEC_02382,decoy
DEC_02383,decoy
DEC_02384,decoy
DEC_02385,decoy
DEC_02386,decoy
DEC_02387,decoy
DEC_02388,decoy
DEC_02389,decoy
DEC_02390,decoy
DEC_02391,decoy
DEC_02392,decoy
DEC_02393,decoy
DEC_02394,decoy
DEC_02395,decoy
DEC_02396,decoy
DEC_02397,decoy
DEC_02398,decoy
DEC_02399,decoy
DEC_02400,decoy
DEC_02401,decoy
DEC_02402,decoy
DEC_02403,decoy
DEC_02404,decoy
DEC_02405,decoy
DEC_02406,decoy
DEC_02407,decoy
DEC_02408,decoy
DEC_02409,decoy
DEC_02410,decoy
DEC_02411,decoy
DEC_02412,decoy
DEC_02413,decoy
DEC_02414,decoy
DEC_02415,decoy
DEC_02416,decoy
DEC_02417,decoy
DEC_02418,decoy
DEC_02419,decoy
DEC_02420,decoy
DEC_02421,decoy
DEC_02422,decoy
DEC_02423,decoy
DEC_02424,decoy
DEC_02425,decoy
DEC_02426,decoy
DEC_02427,decoy
DEC_02428,decoy
DEC_02429,decoy
DEC_02430,decoy
DEC_02431,decoy
DEC_02432,decoy
DEC_02433,decoy
DEC_02434,decoy
DEC_02435,decoy
DEC_02436,decoy
DEC_02437,decoy
DEC_02438,decoy
DEC_02439,decoy
DEC_02440,decoy
DEC_02441,decoy
DEC_02442,decoy
DEC_02443,decoy
DEC_02444,decoy
DEC_02445,decoy
DEC_02446,decoy
DEC_02447,decoy
DEC_02448,decoy
DEC_02449,decoy
DEC_02450,decoy
DEC_02451,decoy
DEC_02452,decoy
DEC_02453,decoy
DEC_02454,decoy
DEC_02455,decoy
DEC_02456,decoy
DEC_02457,decoy
DEC_02458,decoy
DEC_02459,decoy
DEC_02460,decoy
DEC_02461,decoy
DEC_02462,decoy
DEC_02463,decoy
DEC_02464,decoy
DEC_02465,decoy
DEC_02466,decoy
DEC_02467,decoy
DEC_02468,decoy
DEC_02469,decoy
DEC_02470,decoy
DEC_02471,decoy
DEC_02472,decoy
DEC_02473,decoy
DEC_02474,decoy
DEC_02475,decoy
DEC_02476,decoy
DEC_02477,decoy
DEC_02478,decoy
DEC_02479,decoy
DEC_02480,decoy
DEC_02481,decoy
DEC_02482,decoy
DEC_02483,decoy
DEC_02484,decoy
DEC_02485,decoy
DEC_02486,decoy
DEC_02487,decoy
DEC_02488,decoy
DEC_02489,decoy
DEC_02490,decoy
DEC_02491,decoy
DEC_02492,decoy
DEC_02493,decoy
DEC_02494,decoy
DEC_02495,decoy
DEC_02496,decoy
DEC_02497,decoy
DEC_02498,decoy
DEC_02499,decoy
DEC_02500,decoy
DEC_02501,decoy
DEC_02502,decoy
DEC_02503,decoy
DEC_02504,decoy
DEC_02505,decoy
DEC_02506,decoy
DEC_02507,decoy
DEC_02508,decoy
DEC_02509,decoy
DEC_02510,decoy
DEC_02511,decoy
DEC_02512,decoy
DEC_02513,decoy
DEC_02514,decoy
DEC_02515,decoy
DEC_02516,decoy
DEC_02517,decoy
DEC_02518,decoy
DEC_02519,decoy
DEC_02520,decoy
DEC_02521,decoy
DEC_02522,decoy
DEC_02523,decoy
DEC_02524,decoy
DEC_02525,decoy
DEC_02526,decoy
DEC_02527,decoy
DEC_02528,decoy
DEC_02529,decoy
DEC_02530,decoy
DEC_02531,decoy
DEC_02532,decoy
DEC_02533,decoy
DEC_02534,decoy
DEC_02535,decoy
DEC_02536,decoy
DEC_02537,decoy
DEC_02538,decoy
DEC_02539,decoy
DEC_02540,decoy
DEC_02541,decoy
DEC_02542,decoy
DEC_02543,decoy
DEC_02544,decoy
DEC_02545,decoy
DEC_02546,decoy
DEC_02547,decoy
DEC_02548,decoy
DEC_02549,decoy
DEC_02550,decoy
DEC_02551,decoy
DEC_02552,decoy
DEC_02553,decoy
DEC_02554,decoy
DEC_02555,decoy
DEC_02556,decoy
DEC_02557,decoy
DEC_02558,decoy
DEC_02559,decoy
DEC_02560,decoy
DEC_02561,decoy
DEC_02562,decoy
DEC_02563,decoy
DEC_02564,decoy
DEC_02565,decoy
DEC_02566,decoy
DEC_02567,decoy
DEC_02568,decoy
DEC_02569,decoy
DEC_02570,decoy
DEC_02571,decoy
DEC_02572,decoy
DEC_02573,decoy
DEC_02574,decoy
DEC_02575,decoy
DEC_02576,decoy
DEC_02577,decoy
DEC_02578,decoy
DEC_02579,decoy
DEC_02580,decoy
DEC_02581,decoy
DEC_02582,decoy
DEC_02583,decoy
DEC_02584,decoy
DEC_02585,decoy
DEC_02586,decoy
DEC_02587,decoy
DEC_02588,decoy
DEC_02589,decoy
DEC_02590,decoy
DEC_02591,decoy
DEC_02592,decoy
DEC_02593,decoy
DEC_02594,decoy
DEC_02595,decoy
DEC_02596,decoy
DEC_02597,decoy
DEC_02598,decoy
DEC_02599,decoy
DEC_02600,decoy
DEC_02601,decoy
DEC_02602,decoy
DEC_02603,decoy
DEC_02604,decoy
DEC_02605,decoy
DEC_02606,decoy
DEC_02607,decoy
DEC_02608,decoy
DEC_02609,decoy
DEC_02610,decoy
DEC_02611,decoy
DEC_02612,decoy
DEC_02613,decoy
DEC_02614,decoy
DEC_02615,decoy
DEC_02616,decoy
DEC_02617,decoy
DEC_02618,decoy
DEC_02619,decoy
DEC_02620,decoy
DEC_02621,decoy
DEC_02622,decoy
DEC_02623,decoy
DEC_02624,decoy
DEC_02625,decoy
DEC_02626,decoy
DEC_02627,decoy
DEC_02628,decoy
DEC_02629,decoy
DEC_02630,decoy
DEC_02631,decoy
DEC_02632,decoy
DEC_02633,decoy
DEC_02634,decoy
DEC_02635,decoy
DEC_02636,decoy
DEC_02637,decoy
DEC_02638,decoy
DEC_02639,decoy
DEC_02640,decoy
DEC_02641,decoy
DEC_02642,decoy
DEC_02643,decoy
DEC_02644,decoy
DEC_02645,decoy
DEC_02646,decoy
DEC_02647,decoy
DEC_02648,decoy
DEC_02649,decoy
DEC_02650,decoy
DEC_02651,decoy
DEC_02652,decoy
DEC_02653,decoy
DEC_02654,decoy
DEC_02655,decoy
DEC_02656,decoy
DEC_02657,decoy
DEC_02658,decoy
DEC_02659,decoy
DEC_02660,decoy
DEC_02661,decoy
DEC_02662,decoy
DEC_02663,decoy
DEC_02664,decoy
DEC_02665,decoy
DEC_02666,decoy
DEC_02667,decoy
DEC_02668,decoy
DEC_02669,decoy
DEC_02670,decoy
DEC_02671,decoy
DEC_02672,decoy
DEC_02673,decoy
DEC_02674,decoy
DEC_02675,decoy
DEC_02676,decoy
DEC_02677,decoy
DEC_02678,decoy
DEC_02679,decoy
DEC_02680,decoy
DEC_02681,decoy
DEC_02682,decoy
DEC_02683,decoy
DEC_02684,decoy
DEC_02685,decoy
DEC_02686,decoy
DEC_02687,decoy
DEC_02688,decoy
DEC_02689,decoy
DEC_02690,decoy
DEC_02691,decoy
DEC_02692,decoy
DEC_02693,decoy
DEC_02694,decoy
DEC_02695,decoy
DEC_02696,decoy
DEC_02697,decoy
DEC_02698,decoy
DEC_02699,decoy
DEC_02700,decoy
DEC_02701,decoy
DEC_02702,decoy
DEC_02703,decoy
DEC_02704,decoy
DEC_02705,decoy
DEC_02706,decoy
DEC_02707,decoy
DEC_02708,decoy
DEC_02709,decoy
DEC_02710,decoy
DEC_02711,decoy
DEC_02712,decoy
DEC_02713,decoy
DEC_02714,decoy
DEC_02715,decoy
DEC_02716,decoy
DEC_02717,decoy
DEC_02718,decoy
DEC_02719,decoy
DEC_02720,decoy
DEC_02721,decoy
DEC_02722,decoy
DEC_02723,decoy
DEC_02724,decoy
DEC_02725,decoy
DEC_02726,decoy
DEC_02727,decoy
DEC_02728,decoy
DEC_02729,decoy
DEC_02730,decoy
DEC_02731,decoy
DEC_02732,decoy
DEC_02733,decoy
DEC_02734,decoy
DEC_02735,decoy
DEC_02736,decoy
DEC_02737,decoy
DEC_02738,decoy
DEC_02739,decoy
DEC_02740,decoy
DEC_02741,decoy
DEC_02742,decoy
DEC_02743,decoy
DEC_02744,decoy
DEC_02745,decoy
DEC_02746,decoy
DEC_02747,decoy
DEC_02748,decoy
DEC_02749,decoy
DEC_02750,decoy
DEC_02751,decoy
DEC_02752,decoy
DEC_02753,decoy
DEC_02754,decoy
DEC_02755,decoy
DEC_02756,decoy
DEC_02757,decoy
DEC_02758,decoy
DEC_02759,decoy
DEC_02760,decoy
DEC_02761,decoy
DEC_02762,decoy
DEC_02763,decoy
DEC_02764,decoy
DEC_02765,decoy
DEC_02766,decoy
DEC_02767,decoy
DEC_02768,decoy
DEC_02769,decoy
DEC_02770,decoy
DEC_02771,decoy
DEC_02772,decoy
DEC_02773,decoy
DEC_02774,decoy
DEC_02775,decoy
DEC_02776,decoy
DEC_02777,decoy
DEC_02778,decoy
DEC_02779,decoy
DEC_02780,decoy
DEC_02781,decoy
DEC_02782,decoy
DEC_02783,decoy
DEC_02784,decoy
DEC_02785,decoy
DEC_02786,decoy
DEC_02787,decoy
DEC_02788,decoy
DEC_02789,decoy
DEC_02790,decoy
DEC_02791,decoy
DEC_02792,decoy
DEC_02793,decoy
DEC_02794,decoy
DEC_02795,decoy
DEC_02796,decoy
DEC_02797,decoy
DEC_02798,decoy
DEC_02799,decoy
DEC_02800,decoy
DEC_02801,decoy
DEC_02802,decoy
DEC_02803,decoy
DEC_02804,decoy
DEC_02805,decoy
DEC_02806,decoy
DEC_02807,decoy
DEC_02808,decoy
DEC_02809,decoy
DEC_02810,decoy
DEC_02811,decoy
DEC_02812,decoy
DEC_02813,decoy
DEC_02814,decoy
DEC_02815,decoy
DEC_02816,decoy
DEC_02817,decoy
DEC_02818,decoy
DEC_02819,decoy
DEC_02820,decoy
DEC_02821,decoy
DEC_02822,decoy
DEC_02823,decoy
DEC_02824,decoy
DEC_02825,decoy
DEC_02826,decoy
DEC_02827,decoy
DEC_02828,decoy
DEC_02829,decoy
DEC_02830,decoy
DEC_02831,decoy
DEC_02832,decoy
DEC_02833,decoy
DEC_02834,decoy
DEC_02835,decoy
DEC_02836,decoy
DEC_02837,decoy
DEC_02838,decoy
DEC_02839,decoy
DEC_02840,decoy
DEC_02841,decoy
DEC_02842,decoy
DEC_02843,decoy
DEC_02844,decoy
DEC_02845,decoy
DEC_02846,decoy
DEC_02847,decoy
DEC_02848,decoy
DEC_02849,decoy
DEC_02850,decoy
DEC_02851,decoy
DEC_02852,decoy
DEC_02853,decoy
DEC_02854,decoy
DEC_02855,decoy
DEC_02856,decoy
DEC_02857,decoy
DEC_02858,decoy
DEC_02859,decoy
DEC_02860,decoy
DEC_02861,decoy
DEC_02862,decoy
DEC_02863,decoy
DEC_02864,decoy
DEC_02865,decoy
DEC_02866,decoy
DEC_02867,decoy
DEC_02868,decoy
DEC_02869,decoy
DEC_02870,decoy
DEC_02871,decoy
DEC_02872,decoy
DEC_02873,decoy
DEC_02874,decoy
DEC_02875,decoy
DEC_02876,decoy
DEC_02877,decoy
DEC_02878,decoy
DEC_02879,decoy
DEC_02880,decoy
DEC_02881,decoy
DEC_02882,decoy
DEC_02883,decoy
DEC_02884,decoy
DEC_02885,decoy
DEC_02886,decoy
DEC_02887,decoy
DEC_02888,decoy
DEC_02889,decoy
DEC_02890,decoy
DEC_02891,decoy
DEC_02892,decoy
DEC_02893,decoy
DEC_02894,decoy
DEC_02895,decoy
DEC_02896,decoy
DEC_02897,decoy
DEC_02898,decoy
DEC_02899,decoy
DEC_02900,decoy
DEC_02901,decoy
DEC_02902,decoy
DEC_02903,decoy
DEC_02904,decoy
DEC_02905,decoy
DEC_02906,decoy
DEC_02907,decoy
DEC_02908,decoy
DEC_02909,decoy
DEC_02910,decoy
DEC_02911,decoy
DEC_02912,decoy
DEC_02913,decoy
DEC_02914,decoy
DEC_02915,decoy
DEC_02916,decoy
DEC_02917,decoy
DEC_02918,decoy
DEC_02919,decoy
DEC_02920,decoy
DEC_02921,decoy
DEC_02922,decoy
DEC_02923,decoy
DEC_02924,decoy
DEC_02925,decoy
DEC_02926,decoy
DEC_02927,decoy
DEC_02928,decoy
DEC_02929,decoy
DEC_02930,decoy
DEC_02931,decoy
DEC_02932,decoy
DEC_02933,decoy
DEC_02934,decoy
DEC_02935,decoy
DEC_02936,decoy
DEC_02937,decoy
DEC_02938,decoy
DEC_02939,decoy
DEC_02940,decoy
DEC_02941,decoy
DEC_02942,decoy
DEC_02943,decoy
DEC_02944,decoy
DEC_02945,decoy
DEC_02946,decoy
DEC_02947,decoy
DEC_02948,decoy
DEC_02949,decoy
DEC_02950,decoy
DEC_02951,decoy
DEC_02952,decoy
DEC_02953,decoy
DEC_02954,decoy
DEC_02955,decoy
DEC_02956,decoy
DEC_02957,decoy
DEC_02958,decoy
DEC_02959,decoy
DEC_02960,decoy
DEC_02961,decoy
DEC_02962,decoy
DEC_02963,decoy
DEC_02964,decoy
DEC_02965,decoy
DEC_02966,decoy
DEC_02967,decoy
DEC_02968,decoy
DEC_02969,decoy
DEC_02970,decoy
DEC_02971,decoy
DEC_02972,decoy
DEC_02973,decoy
DEC_02974,decoy
